Formula,Energy,sigma bond length,Bond length,O sigma,Cation sigma,DeltaH,T/K
"['Ti', 'Sn', 'Pb', 'Rh']",-5140.638324066718,0.098817748454829,2.0786227285636025,0.4418223835613468,0.04098715527870352,0.19729986265945065,1651.5760886342202
"['Ge', 'Sn', 'Pb', 'Rh']",-4642.980832274093,0.0991913018844811,2.0622878295897884,0.30222411280048406,0.04115346029650428,0.2554237370640795,2138.1248365730744
"['Ti', 'Hf', 'Pb', 'Rh']",-5890.3163117276745,0.1028967616229875,2.077104653105399,0.688621621048864,0.041531973581919374,0.2017292875576775,1688.6543316177924
"['Ge', 'Sn', 'Rh', 'V']",-5133.989973563532,0.0770848796612047,1.9946730778136437,0.18561393285035102,0.041567439287647376,0.20489195699541973,1715.128699867329
"['Ti', 'Sn', 'Rh', 'Ru']",-5532.2327766498365,0.0583787145791705,2.019930217310913,0.35462788313056226,0.04176495700684947,0.20238985642499063,1694.183883090586
"['Ti', 'Pb', 'Rh', 'Pt']",-5054.771094049827,0.0923881760574118,2.059420675221808,0.48292166890977767,0.04186444606823455,0.16066102555883166,1344.8762944473733
"['Ge', 'Ti', 'Sn', 'Pb']",-5141.669869643816,0.1210459747582176,2.059649063628728,0.45135024606612417,0.042277554627099756,0.18330745591333475,1534.4471454467769
"['Ti', 'Hf', 'Zr', 'Ru']",-6854.705013610405,0.0876991423299384,2.0560951236658145,0.4686921758767029,0.04235478634976083,0.2355729745272459,1971.9562224388671
"['Ge', 'Ti', 'Rh', 'Ir']",-5495.648745238524,0.0503296331100699,1.9792708053040704,0.36300849831222054,0.04292629411371942,0.21690434364514743,1815.6831061943267
"['Sn', 'Hf', 'Rh', 'Ru']",-5761.280080870507,0.0521529285691396,2.0473566492724338,0.4849177383216362,0.043016676726685216,0.21299088622366558,1782.9239718792476
"['Ti', 'Rh', 'Ru', 'Pt']",-5451.378311601769,0.0398535926003048,2.000824315348789,0.3893881355869894,0.04303969738184203,0.14616990616490355,1223.5726809224864
"['Ge', 'Hf', 'Rh', 'Pt']",-5491.032562438435,0.0606628220596684,2.0130560446406545,0.49049974693706383,0.04306381781610542,0.19035232425998405,1593.4189863394636
"['Ge', 'Hf', 'Zr', 'Ru']",-6361.667918548702,0.0938061344885065,2.04124563496236,0.44988399176032706,0.04310340402858533,0.27564842420171054,2307.4235336242427
"['Ti', 'Rh', 'Ir', 'Pt']",-5385.074689062414,0.0343252849359871,2.0045472403367497,0.40206483893819195,0.04317242219500805,0.1350852468511219,1130.78418109014
"['Ti', 'Sn', 'Rh', 'V']",-5625.821629400283,0.0838818866914144,2.012315823398961,0.37576476362647615,0.04334681491880123,0.1695252542934238,1419.077806931475
"['Ge', 'Rh', 'Ru', 'Ir']",-5197.919982795347,0.0390037292010876,1.978226586395737,0.13397315992283432,0.043437736372247224,0.20029184551335444,1676.6216577111757
"['Ge', 'Sn', 'Zr', 'Pb']",-5244.236505915018,0.1118526621948929,2.098241517775759,0.501968355784977,0.04348068012655691,0.1729999914348559,1448.1644606154864
"['Ti', 'Zr', 'Rh', 'Pt']",-5843.035125905249,0.0695341033614613,2.038246033229065,0.5522990221085472,0.04353507493867374,0.18621941017329124,1558.8228037068225
"['Ti', 'Sn', 'Hf', 'Ru']",-6241.818296278012,0.0743079323884567,2.0462998504913874,0.43652079312856246,0.04362752957054967,0.21177625336283779,1772.7564098628711
"['Ti', 'Sn', 'Hf', 'Pt']",-5953.324166766022,0.0667319250285837,2.0516122705459483,0.5411293104646816,0.04373466262115157,0.11872221655223125,993.811001205615
"['Ge', 'Ti', 'Ru', 'Ir']",-5649.376259718614,0.0460925872704412,1.976535423319734,0.3116233237755077,0.04384693073397582,0.3126785348565795,2617.3986369654076
"['Ge', 'Hf', 'Zr', 'Rh']",-6187.829353236353,0.0873470492259892,2.0405376606995693,0.547497384169907,0.04385165150412236,0.25843302530378676,2163.3152671872467
"['Ti', 'Hf', 'Zr', 'Ce']",-7123.18587845812,0.1276339592088991,2.1228463185820665,0.16273837691538123,0.04398683251920931,0.19028947792701523,1592.8929063950047
"['Ge', 'Sn', 'Hf', 'Pb']",-5377.437284120791,0.1044980143867428,2.0873312939756623,0.5698955999739871,0.04404092558678331,0.16765805502332043,1403.4476811642776
"['Ti', 'Hf', 'Rh', 'Mn']",-6232.8534489968415,0.0697580780523659,2.007303629754953,0.6099068883331232,0.044087921251314506,0.190396160696511,1593.7859364701071
"['Sn', 'Rh', 'Ru', 'Pt']",-4929.760093342266,0.0389895369637106,2.028323958991985,0.18279972819908397,0.04412129587775346,0.1561990689529189,1307.5257320115104
"['Sn', 'Rh', 'Ru', 'Ir']",-5168.115541684641,0.0421951709415853,2.0219118265755984,0.13282895793138247,0.044271229560125885,0.17502414422419488,1465.1084275374744
"['Ti', 'Hf', 'Rh', 'Pt']",-5986.441133840249,0.0545201348514773,2.0279369538647813,0.5980175728728689,0.04430378551302308,0.14101329513196337,1180.4072404320823
"['Ge', 'Ti', 'Ru', 'Pt']",-5429.770790250171,0.0494180825658922,1.9816078154350745,0.3753687913371492,0.04446264901219716,0.22061135460900871,1846.7140992507473
"['Hf', 'Rh', 'Ru', 'V']",-6062.491959306701,0.0695066660503765,2.0112880475798627,0.42204408536857996,0.04454894422557364,0.21702536586986643,1816.696170318371
"['Sn', 'Hf', 'Pb', 'Ce']",-5814.636852499378,0.0837294547937675,2.170344715266411,0.6141763355988782,0.04461500556599951,0.169552349240484,1419.3046158409404
"['Ti', 'Hf', 'Zr', 'Pt']",-6569.655520011943,0.0804725990917089,2.062606492217005,0.5650890808445329,0.04461539296983799,0.1290633286794236,1080.375346912412
"['Ge', 'Ti', 'Ir', 'Pt']",-5361.3112495499945,0.0473923455280182,1.9852791877370384,0.3796702671194409,0.04462916236232574,0.2179482506109336,1824.4215399682364
"['Sn', 'Hf', 'Zr', 'Pt']",-6053.243316705788,0.0521792834071368,2.089081645365245,0.5846048607750001,0.044848464841210633,0.11875649555592283,994.097947086246
"['Ti', 'Sn', 'Zr', 'Ru']",-6102.41986003184,0.0876257202396897,2.0574447240015057,0.3998813900962372,0.04496098103718334,0.24132779149468142,2020.1291809486672
"['Ge', 'Pb', 'Rh', 'Pt']",-4560.631509523069,0.0963199471854712,2.045765309330866,0.25284912807754134,0.04497082415103436,0.20504307470616556,1716.3936900922222
"['Sn', 'Pb', 'Rh', 'Pt']",-4540.073694288521,0.0783448084191334,2.09169874311698,0.23385150391666243,0.04502074395429744,0.1436557410882644,1202.5268734521408
"['Ge', 'Ti', 'Hf', 'Ru']",-6269.70639308799,0.0802101311283299,2.002307590081626,0.4173998748837344,0.04508609945470039,0.2445296745767136,2046.9318024285128
"['Ti', 'Zr', 'Pb', 'Rh']",-5755.2440463833855,0.1096883327554098,2.088077119182306,0.6018527763805511,0.045086462243461974,0.21438172060403993,1794.566498006301
"['Ge', 'Ti', 'Hf', 'Pb']",-5894.683937024629,0.1258407701983395,2.061395121071545,0.5967904410523068,0.045197936189770346,0.17470531940587364,1462.43957901774
"['Ge', 'Ti', 'Sn', 'V']",-5622.11443632412,0.0912442336191157,1.995307343110603,0.23447172916712322,0.04523647737700877,0.1740435454116085,1456.8999395558778
"['Hf', 'Pb', 'Rh', 'Pt']",-5285.018850074007,0.0814094984501256,2.0886428112225484,0.5825281077610658,0.04542671184817567,0.16657279050004892,1394.3630476915619
"['Ge', 'Sn', 'Rh', 'Ru']",-5040.622941302908,0.0608272124268542,2.003683493801723,0.16498046911282813,0.04547218114548568,0.23689007283861674,1982.9815118035901
"['Sn', 'Zr', 'Pb', 'Ce']",-5686.8686736863065,0.088471709032696,2.1837750113548062,0.561307154788859,0.045523636487782924,0.15367319427427706,1286.3819047127959
"['Ge', 'Rh', 'Pt', 'V']",-5047.495552482278,0.0619208798041533,1.9768589689446885,0.21794898411383123,0.04554507553283591,0.17070308498996756,1428.9373019592474
"['Sn', 'Hf', 'Rh', 'Pt']",-5461.7084310107975,0.0402883287296044,2.0550233197322973,0.5430603979990101,0.04558296885187597,0.16320841327133895,1366.200205056067
"['Sn', 'Zr', 'Rh', 'Pt']",-5321.267993058694,0.0518564140811718,2.0659214581664385,0.4955810092337403,0.04559710027645492,0.196830270566978,1647.6451833569154
"['Ti', 'Sn', 'Zr', 'Pt']",-5814.75589357885,0.078307118167361,2.0630287863769805,0.4974165685757613,0.045693236963598796,0.1450309302348547,1214.0384349973106
"['Ti', 'Sn', 'Pb', 'Pt']",-5022.002361622896,0.0980208996886183,2.085315395808881,0.4754745209164434,0.04570411655173397,0.13700965538809928,1146.8931995232717
"['Ge', 'Ti', 'Zr', 'Rh']",-5965.69479222288,0.0957282335066149,2.014526132214617,0.4832996427206492,0.045772167856781225,0.22082909235199732,1848.5367586538807
"['Sn', 'Zr', 'Rh', 'Ru']",-5623.291646975954,0.0640988805424913,2.057506215172848,0.41630306991497634,0.04580072669723645,0.23703460266949694,1984.1913555893818
"['Ge', 'Rh', 'Ru', 'Pt']",-4961.976859065564,0.081969044979832,1.9949827084715024,0.17924790099434884,0.045906937192573806,0.17204362722414146,1440.158837899125
"['Sn', 'Rh', 'Pt', 'V']",-5014.834808064183,0.0619362742578318,2.0211684589303567,0.23297432037653104,0.04593114782650231,0.15659281849529894,1310.8217673981542
"['Ge', 'Sn', 'Pt', 'V']",-5009.77661034932,0.0685193204445422,2.002837341296948,0.22278634516266171,0.04597731691994295,0.16638847148340208,1392.8201328791986
"['Ti', 'Hf', 'Ru', 'Mn']",-6418.481520268167,0.0849927769332945,2.014333183132293,0.5353072371895015,0.04623154397526646,0.1615588019421832,1352.391484715109
"['Ge', 'Ti', 'Zr', 'Ru']",-6130.434026298903,0.0952041046962127,2.0114185823392567,0.37770938793085357,0.0464588217819622,0.27358875389182025,2290.182253329202
"['Ti', 'Hf', 'Pt', 'Mn']",-6118.344434712439,0.0746050840755167,2.019193307787285,0.6260286829218881,0.046617508572645495,0.11398506217742899,954.1567876236388
"['Ge', 'Ti', 'Ru', 'V']",-5819.310566989054,0.0587518236960573,1.964312299285882,0.2742948073558267,0.04669139591906066,0.2516726858644285,2106.7251874041367
"['Ti', 'Rh', 'Pt', 'Mn']",-5401.784353048663,0.0446429558783021,1.993429537461791,0.455269109181385,0.04672686039904492,0.13184304819114523,1103.6440822109944
"['Ge', 'Sn', 'Hf', 'Rh']",-5574.930054736472,0.0711016984887402,2.0315488310472563,0.4671732972596645,0.046994213458265384,0.23468544932487845,1964.5268437128393
"['Ge', 'Ti', 'Sn', 'Zr']",-5945.960922152858,0.1026646592395873,2.036594756599623,0.35011789812473965,0.04710544548739002,0.1462602910995896,1224.3292835621846
"['Ge', 'Rh', 'Ir', 'Pt']",-4895.638341585953,0.0399486137174904,1.9905053982973808,0.17800680136265729,0.047158687547408255,0.16109527627073472,1348.5113608006095
"['Ti', 'Zr', 'Rh', 'V']",-6234.828152733327,0.1020634392759736,2.021681274946464,0.4734907504081888,0.04719534246916909,0.20847898326779024,1745.1553138796025
"['Ti', 'Pb', 'Rh', 'Ru']",-5360.821845592283,0.1102225996869893,2.055730009103017,0.42548582586336436,0.04722445040131717,0.18513450756292915,1549.7411997684376
"['Ge', 'Zr', 'Rh', 'Ru']",-5651.920688981743,0.0815016220356072,2.013235752360004,0.41578696524826625,0.04732135558498478,0.2668937067122359,2234.1387280827344
"['Ge', 'Sn', 'Hf', 'Ru']",-5746.570415697661,0.0774518787692842,2.031717172233352,0.4091271670240136,0.04732756710140772,0.2604875839695202,2180.513758454717
"['Ge', 'Hf', 'Zr', 'Pb']",-5992.044473443149,0.1180551273762293,2.09604152798315,0.5907880650602495,0.04737834173391711,0.1847341824769293,1546.3901212080889
"['Ge', 'Sn', 'Zr', 'Rh']",-5439.453001285052,0.083227577539294,2.041827020105526,0.4711690056033513,0.0474383655630925,0.24891908591472056,2083.675096170917
"['Ti', 'Sn', 'Pt', 'V']",-5498.076020424271,0.0752652435554321,2.019016721915957,0.40239724776615315,0.04745519879630036,0.14481960378844239,1212.2694438734138
"['Ti', 'Rh', 'Ru', 'Nb']",-6148.7145883523335,0.0695628437353612,2.0157866397447832,0.4257033069171705,0.04746706286938242,0.3191130430301481,2671.2612180049605
"['Ge', 'Ti', 'Pt', 'V']",-5529.068733331883,0.0641290072566167,1.9735978205162967,0.368618649606258,0.04752556125727832,0.16544561837093585,1384.9276101239682
"['Ge', 'Sn', 'Pb', 'Pt']",-4521.616899930549,0.1001717020843161,2.073384697174586,0.31330454087137727,0.047527357677008726,0.20578966221351624,1722.6432944183118
"['Ti', 'Sn', 'Hf', 'V']",-6347.999418531112,0.1020064894249345,2.042251918880274,0.3785822030979897,0.04757377345104463,0.12972309848653296,1085.8982095375393
"['Ge', 'Sn', 'Pb', 'Mn']",-4774.346992793884,0.108320859426383,2.04843754905334,0.314184849355561,0.04760577766959086,0.2304937086111023,1929.4382296646043
"['Ti', 'Sn', 'Hf', 'Ce']",-6496.553838791412,0.1195754372881816,2.113577923525968,0.34664587366696875,0.047620041389150394,0.22018542213102332,1843.1486639456675
"['Ti', 'Ru', 'Ir', 'Nb']",-6211.130267350098,0.0632364181904095,2.016897811977022,0.37432791464886955,0.047811793599487576,0.5014909067362785,4197.926846318857
"['Ge', 'Ti', 'Hf', 'Pt']",-5983.029891980343,0.0743404843787457,2.00884180779162,0.5265438895556214,0.04786559882712278,0.144375526811646,1208.552122905706
"['Ti', 'Sn', 'Rh', 'Mn']",-5483.946356460917,0.0684171507660316,2.00802591666908,0.4420272221255904,0.047868975079178526,0.18295542671612974,1531.5003466159617
"['Ge', 'Ti', 'Hf', 'Mn']",-6246.133348814616,0.0884865352765079,1.989010242948864,0.5120583039963985,0.04807768419788075,0.12855862019775532,1076.1504860898121
"['Ge', 'Sn', 'Hf', 'Pt']",-5458.300095733564,0.0686618097196759,2.0379607095702763,0.48327504984616093,0.04809932298468782,0.16655929111245538,1394.250045759071
"['Sn', 'Pb', 'Rh', 'Ru']",-4845.580154750333,0.0923421778042891,2.0839696980119857,0.23232925429860674,0.04834312744389199,0.17025536012612807,1425.1894449185124
"['Hf', 'Zr', 'Rh', 'Pt']",-6071.777804368739,0.0545814685524456,2.0657164438554325,0.6338020907187017,0.04850064640603713,0.19801038433594886,1657.5237897402583
"['Sn', 'Rh', 'Ru', 'V']",-5321.274317502606,0.0612054405694864,2.0102437346444164,0.16005986020215718,0.048520811496112634,0.17954771496827338,1502.9747553466364
"['Ti', 'Sn', 'Zr', 'V']",-6214.867095223071,0.1120851240870203,2.05328517044394,0.33215785790831115,0.04859981928614799,0.13479763295379765,1128.376595858317
"['Ge', 'Sn', 'Zr', 'Pt']",-5321.001835835694,0.0806911049573413,2.04852835038479,0.4715725965535599,0.048644809444734614,0.187907015383745,1572.9495667722929
"['Ti', 'Sn', 'Pb', 'Ce']",-5565.790036486145,0.1219638086382482,2.1380472731379894,0.5134710040829911,0.048665920265427674,0.23629316238150455,1977.9848380870767
"['Ge', 'Ti', 'Pt', 'Mn']",-5399.729244032989,0.0562107499150169,1.972117473906918,0.4639402329348113,0.048699216561617666,0.12990788594804492,1087.445045651862
"['Ge', 'Ti', 'Pb', 'Rh']",-5161.862880890707,0.1099809301645219,2.0319971341857257,0.48779482196707974,0.04877937535106276,0.25608273694359873,2143.641254216534
"['Zr', 'Pb', 'Rh', 'Ru']",-5454.664720318598,0.1031612700450647,2.0928510164531824,0.5324859572586096,0.04885574561913424,0.20890423661916646,1748.7150642883335
"['Ge', 'Ti', 'Zr', 'Pt']",-5841.528431884114,0.0902350311354955,2.018612708862195,0.5057433664089456,0.049109901609960566,0.18214200185777152,1524.6912539594505
"['Hf', 'Zr', 'Pb', 'Pt']",-5876.041671782351,0.0779905510620562,2.120110916056846,0.7351415465603219,0.049222333638897206,0.12412112273246922,1039.0046685091306
"['Ti', 'Hf', 'Pb', 'Mn']",-6009.00527123017,0.1095932295779719,2.057951718858403,0.6624483022648937,0.04941201510068789,0.22631957557851035,1894.4970076359486
"['Sn', 'Rh', 'Ir', 'Pt']",-4862.291655584788,0.0361325645220166,2.033199723954507,0.1829062722254712,0.049497989942142884,0.14966446908493136,1252.825294082728
"['Ti', 'Sn', 'Ru', 'Mn']",-5671.437235723455,0.0795614247543909,2.014757896091796,0.36861426365137,0.04965438544795165,0.14684147424612526,1229.1943056407467
"['Hf', 'Rh', 'Ru', 'Nb']",-6375.353799791588,0.0661839486884228,2.043994742080816,0.49522570981412867,0.04966599061121655,0.33912068525622807,2838.7430552710002
"['Ge', 'Ti', 'Zr', 'Pb']",-5759.07833346817,0.1367438400005112,2.0685839096484915,0.5456784174883663,0.04970687107734449,0.1894411048435236,1585.7912658766122
"['Ti', 'Sn', 'Ru', 'Pt']",-5396.927321946115,0.05759891232638,2.026173447696274,0.39216248439122336,0.04973696800927284,0.20721485329387335,1734.5734168133556
"['Ti', 'Rh', 'Ir', 'V']",-5771.818701879344,0.0572928232776118,1.984943326169722,0.35905543066468104,0.04979485974144571,0.1770675309266707,1482.213399493118
"['Ti', 'Zr', 'Pb', 'Pt']",-5637.856999366137,0.106594538092703,2.0940141085375776,0.6163955957740461,0.049846321555147476,0.1492129374476372,1249.0455709477753
"['Sn', 'Hf', 'Rh', 'V']",-5850.299627487359,0.0763265487342903,2.038474777459946,0.48502582793745835,0.04986308162321035,0.19797513617645102,1657.2287311598297
"['Ge', 'Hf', 'Ru', 'V']",-6048.360593805994,0.0801081453822427,1.9959795761331536,0.36929115421627395,0.04991449959367014,0.2622630805214259,2195.376250557113
"['Sn', 'Ir', 'Pt', 'V']",-5116.284257049429,0.0544608981987317,2.0228458685925945,0.19818099113702098,0.04997249227249885,0.186495018187828,1561.129888975455
"['Sn', 'Hf', 'Zr', 'V']",-6450.240879078421,0.0928582626035963,2.077476190253804,0.4213960923222229,0.05006821981592305,0.1206858516795064,1010.248381238705
"['Ti', 'Hf', 'Rh', 'Nb']",-6694.1527321232015,0.0923754261214963,2.045176703412572,0.4420739467697336,0.0501013252425902,0.27342783226131484,2288.8351955385665
"['Ti', 'Hf', 'Zr', 'Mn']",-6829.880565384855,0.1002863858105716,2.043894311725797,0.5402970868718163,0.050113700611174004,0.12449021683647388,1042.0943158530931
"['Ti', 'Rh', 'Pt', 'Nb']",-5853.12078718383,0.0685349859670798,2.0246013232637647,0.48866639845759346,0.05018829747123718,0.25379209862779994,2124.4665653997836
"['Ge', 'Zr', 'Pb', 'Rh']",-5252.363866166942,0.1183326914836462,2.076712037339468,0.5090018516406919,0.050188874584495766,0.29290672166420784,2451.890899365878
"['Ti', 'Sn', 'Hf', 'Mn']",-6211.132818389769,0.0886126663882047,2.0323609780003458,0.4996926559256259,0.05023599147198667,0.12358814279195673,1034.5431503225138
"['Sn', 'Hf', 'Ce', 'Rh']",-5988.4525604939,0.0901457460548479,2.1179088580841507,0.5526537567834744,0.05025940368318961,0.32906826940594147,2754.595355279959
"['Ti', 'Zr', 'Nb', 'V']",-6808.506397903936,0.1132582621658095,2.056733952908764,0.23846177419961237,0.0504015738403078,0.34074937042470577,2852.376604954782
"['Sn', 'Pb', 'Pt', 'Mn']",-4665.648968234902,0.0879726077573161,2.081579138780509,0.2516011450292284,0.05041058739963809,0.1413463633126728,1183.1953186178948
"['Hf', 'Zr', 'Pb', 'Ce']",-6437.5521619655165,0.0914365096390827,2.181855598407432,0.6381164629961589,0.050440238965439706,0.15417488238245003,1290.58148231129
"['Hf', 'Pb', 'Rh', 'Ru']",-5589.183851361101,0.097141976724422,2.0834062008122203,0.5799074090351062,0.050529009889317855,0.19841248443915394,1660.8897267801492
"['Ti', 'Zr', 'Rh', 'Nb']",-6557.817623113087,0.1025646864560925,2.054090093486247,0.4460099230542633,0.05059505001593029,0.2910132483773067,2436.0408366088077
"['Ge', 'Hf', 'Zr', 'V']",-6468.805870339199,0.1095397234200939,2.0313974954764205,0.37296074199213103,0.05065020288402512,0.18985765394494702,1589.2781539381635
"['Ti', 'Sn', 'Pb', 'Mn']",-5266.550348956094,0.1074684735810812,2.0592937309101567,0.5258435243543991,0.05065693696691144,0.1936750515127832,1621.2331814727286
"['Ti', 'Hf', 'Zr', 'Ir']",-6781.825635552932,0.080889802360813,2.056363102056721,0.45822174035071,0.05066085570033987,0.2501748602061129,2094.187048710717
"['Ge', 'Ti', 'Hf', 'V']",-6374.039003798826,0.0983822394739567,1.996751570869596,0.3951621547798487,0.05076605379436486,0.16969726791237605,1420.5177145733335
"['Ti', 'Zr', 'Ru', 'Mn']",-6287.638776971946,0.0993103009764626,2.025214702149976,0.4799851690098365,0.050843423499981076,0.15768966448827904,1320.0033481174828
"['Hf', 'Rh', 'Ru', 'Mn']",-5939.764989606782,0.0584963251787376,2.011551265140489,0.4901544377314974,0.05096422638860665,0.15565747876347835,1302.9921383502578
"['Ti', 'Sn', 'Pb', 'Ru']",-5319.247977461401,0.1155585106895978,2.0827215335127467,0.3956342593116306,0.050969446423334806,0.1958781987357563,1639.6754916910777
"['Ti', 'Sn', 'Rh', 'Ir']",-5464.656949144621,0.0572299908293315,2.0224103503817,0.36251153704782585,0.05102404306198498,0.1962747477591016,1642.9949612340383
"['Ge', 'Hf', 'Pb', 'Rh']",-5389.747312324656,0.1029759684662558,2.058799896948132,0.5733830759991875,0.0511619710045705,0.2712262385654025,2270.4058897294044
"['Ti', 'Zr', 'Ru', 'V']",-6403.888746901967,0.0941809305088904,2.020617762120056,0.3867148783742163,0.051241493134874125,0.24435833194582646,2045.4975115561197
"['Ge', 'Zr', 'Rh', 'Pt']",-5347.476858758454,0.076405515390658,2.024339797812192,0.45183149311814347,0.051343877708800396,0.23614318830514325,1976.729421103534
"['Ge', 'Ti', 'Sn', 'Mn']",-5494.191524639779,0.0791521597541155,1.9866693407130345,0.3929280707095315,0.05135710915354403,0.13297230668187066,1113.0969844889269
"['Ge', 'Ti', 'Sn', 'Ir']",-5447.233991406904,0.0705922076200938,2.0047194194153426,0.3261813085406157,0.05135928075660487,0.25437024458647883,2129.306163503015
"['Ge', 'Sn', 'Hf', 'V']",-5854.740419894249,0.0931894661545228,2.023620315202725,0.3618681012557123,0.05151805367228593,0.17066535900146462,1428.621501736725
"['Sn', 'Ru', 'Ir', 'Pt']",-5022.51151640893,0.0384206379312114,2.0303095006530825,0.16355536350550523,0.051656444700614285,0.22007793238991002,1842.2488787972986
"['Ti', 'Rh', 'Ir', 'Nb']",-6077.327086761017,0.0628922953064189,2.018128228764761,0.4218157681122647,0.051664324902742295,0.3278872862630893,2744.7094714606615
"['Ti', 'Sn', 'Ir', 'Pt']",-5327.791886058334,0.0521410481270366,2.028652457708773,0.4016515366412531,0.05174537218796491,0.20719196487237834,1734.3818202803516
"['Ge', 'Ti', 'Pb', 'Mn']",-5287.820184873996,0.1426402383930532,2.036515762083831,0.4915311666968073,0.051783988485077384,0.25228105433633186,2111.8177749393285
"['Zr', 'Pb', 'Rh', 'Pt']",-5150.331191923205,0.0877690406350684,2.099632940556486,0.5162899775813129,0.051784660554989995,0.17772285169685365,1487.6990197050673
"['Ti', 'Sn', 'Ru', 'Ir']",-5620.621025166094,0.054282326647714,2.0204303536281696,0.30537180504009237,0.05183066047088463,0.2833123704495071,2371.5776095410943
