Formula,Energy,sigma bond length,Bond length,O sigma,Cation sigma,DeltaH,T/K
"['Ge', 'Ti', 'Hf', 'Rh']",-6103.651597210946,0.0773428580407156,2.0031940061448235,0.4799033694260743,0.04044343487731103,0.19690892632213064,1648.3036022868253
"['Ti', 'Hf', 'Rh', 'Pt']",-5985.774384695681,0.0538164861552521,2.028164618721827,0.5492463348135516,0.04062320815007818,0.14361778397793135,1202.2091385334504
"['Ti', 'Zr', 'Pb', 'Rh']",-5758.511458248873,0.1119159559335175,2.0890364807906545,0.6227828564801374,0.04062811105743791,0.2016183930044786,1687.7260451509173
"['Sn', 'Zr', 'Pb', 'Rh']",-5242.728516260321,0.0791519420691741,2.114652244461712,0.515240059517748,0.04091840144425377,0.1888535078590916,1580.8725542456946
"['Ge', 'Ti', 'Ru', 'Mn']",-5705.587950947969,0.0616775817345665,1.9654719262258444,0.37117167219891894,0.041336039155444135,0.15513154227822135,1298.5895801756985
"['Ti', 'Hf', 'Rh', 'Mn']",-6232.12754862407,0.0690507934012897,2.008039051117413,0.6043271334806176,0.041830967198552726,0.19323170902764897,1617.5220088563178
"['Ge', 'Sn', 'Hf', 'Rh']",-5574.014581464644,0.0710934783929178,2.03150322604925,0.46282579356575776,0.04183108920593585,0.23826151679295648,1994.4617227442286
"['Ti', 'Sn', 'Hf', 'Ce']",-6498.12323600503,0.1210032397580144,2.1140880392853467,0.3182938788257866,0.041952414165482343,0.21405496426532888,1791.8312555760701
"['Ti', 'Hf', 'Zr', 'Ru']",-6854.802760499684,0.0904078216324643,2.05701851392822,0.46370232422358487,0.04212850634295498,0.2351911507410005,1968.7600162837562
"['Ge', 'Ti', 'Sn', 'Pt']",-5226.576735359002,0.0678349486352315,2.007511468253201,0.3763684276033003,0.0422199358110754,0.16641160566492008,1393.0137866431205
"['Hf', 'Zr', 'Rh', 'Ru']",-6374.630099052556,0.0650830204937677,2.056574316553084,0.5575787384855613,0.04226053000167286,0.2349778384441068,1966.9744018174686
"['Ge', 'Ti', 'Sn', 'Pb']",-5140.887618185911,0.1334139094201692,2.0691484302367624,0.4449343589827796,0.04231983899916211,0.18636312567077518,1560.0258307946838
"['Ti', 'Rh', 'Pt', 'V']",-5533.442601656252,0.0631541519295769,1.9927055422872055,0.41726106981511846,0.04282538039186388,0.1583231270644463,1325.305995720681
"['Ge', 'Ti', 'Rh', 'Mn']",-5520.769994404071,0.0496794773932138,1.9608917853587453,0.4314160380492171,0.04300478306653703,0.1808043903785359,1513.4942510563044
"['Sn', 'Pb', 'Rh', 'Pt']",-4540.818968269879,0.0755449741902626,2.0896525829665227,0.23823613696610477,0.04301268581720236,0.14074451459858484,1178.1573072793942
"['Ge', 'Ti', 'Hf', 'Ru']",-6269.329396340632,0.082481197093277,2.003119823874861,0.414913211620599,0.043116799624893,0.2460023181210813,2059.2591443342562
"['Ge', 'Ti', 'Sn', 'V']",-5622.829534252865,0.0914900722742657,1.9953204723077675,0.2602621899775057,0.04330379029340455,0.17125019412744713,1433.5170941453891
"['Ge', 'Ti', 'Ru', 'Ir']",-5650.076707726596,0.0469056177014865,1.976796010256564,0.29067318033987294,0.04336386552937201,0.3099424098253989,2594.4948264097393
"['Ge', 'Sn', 'Hf', 'Pb']",-5375.636576987256,0.0979106634590715,2.083505880746966,0.5447054493887393,0.04348361438239301,0.1746920672636918,1462.328646750197
"['Ge', 'Ti', 'Hf', 'Zr']",-6698.700676741112,0.1115051631592759,2.038059011485443,0.33316353082278133,0.043519048417468634,0.13872968893806092,1161.2914167570493
"['Ge', 'Ti', 'Pt', 'V']",-5528.867957244385,0.0605139766756499,1.9731409407135565,0.363494222798228,0.04361023391156428,0.16622989996272342,1391.4927476070493
"['Ge', 'Ti', 'Sn', 'Zr']",-5948.065588024221,0.104985119723582,2.0373793127925817,0.3126872110079565,0.04389299574250709,0.13803894003957762,1155.5092314650374
"['Sn', 'Zr', 'Pb', 'Pt']",-5127.007849682731,0.074691150513023,2.122349412051014,0.593189422935952,0.04401954384672616,0.11717542611027287,980.8629835352942
"['Sn', 'Hf', 'Zr', 'Pt']",-6054.037632111519,0.0524689183583869,2.0889905609341106,0.6011006717312214,0.0440383041780611,0.11565370100228556,968.1247850999301
"['Ti', 'Sn', 'Hf', 'Ru']",-6240.83971144815,0.0734074634544055,2.0462824436044005,0.43412499214141304,0.04406454912585124,0.21559885035448456,1804.754961219118
"['Rh', 'Ru', 'Ir', 'Nb']",-5776.745982621422,0.0439071171755634,2.017504680730641,0.3474769898917428,0.044198737514399525,0.32241674788293206,2698.9161786583327
"['Ti', 'Sn', 'Rh', 'V']",-5623.277941129228,0.0846996804010372,2.012130102184557,0.3670100680918924,0.044267423242133744,0.17946153660223452,1502.253365444034
"['Ge', 'Hf', 'Rh', 'Ru']",-5787.184258201993,0.0684578015785914,2.004565382438285,0.4372147794441484,0.044271813344880964,0.2534939929004034,2121.971154178424
"['Sn', 'Hf', 'Rh', 'Ru']",-5761.0402210360935,0.0517681562092897,2.047232884820158,0.4845216948630168,0.04436880280556571,0.21392783870184306,1790.7671010547376
"['Ge', 'Hf', 'Rh', 'Pt']",-5488.37285987245,0.0604640067265981,2.0131926966789795,0.5020039788505288,0.044414736033208294,0.20074178740836235,1680.3880732831544
"['Ti', 'Sn', 'Zr', 'Ru']",-6102.813164435857,0.0864242908109607,2.056005808459416,0.4184005125200715,0.044475151078635755,0.23979144616648718,2007.268598210654
"['Ge', 'Ti', 'Sn', 'Ru']",-5514.8104397355455,0.0759248280196837,2.0027765371240918,0.3189073956115863,0.04448668706479765,0.2604829281608625,2180.474785177449
"['Ge', 'Sn', 'Zr', 'Rh']",-5440.697844726997,0.0830572777849879,2.041585150719601,0.4562558472694157,0.04450180147593895,0.2440564162196237,2042.9702072414696
"['Ti', 'Rh', 'Ir', 'V']",-5771.6394560834415,0.0539835598782422,1.984805662396541,0.33396181527570873,0.0445840848825501,0.1777677098169157,1488.0745222395187
"['Ti', 'Rh', 'Ru', 'Pt']",-5451.531828912191,0.0393686755802207,2.0011302053942366,0.3683172031811944,0.04473311879068558,0.14557022917107076,1218.5528488224115
"['Ge', 'Hf', 'Zr', 'Pb']",-5993.914122480968,0.1153438791522083,2.096005790236355,0.5901348670897678,0.044855378585496083,0.17743086592294954,1485.2548379610905
"['Ge', 'Ti', 'Ru', 'Pt']",-5430.303959303595,0.0491740798981482,1.9813017707445253,0.38247516226502365,0.044873494044617226,0.21852866299407125,1829.2801100686727
"['Sn', 'Rh', 'Ru', 'Pt']",-4929.262909226528,0.0396307552481457,2.028512878118339,0.1693327857811727,0.044973649469966265,0.1581411944050224,1323.7830568498882
"['Ge', 'Ti', 'Zr', 'Ru']",-6131.954578903093,0.0981667597986558,2.012713642612333,0.4038275231544865,0.04525296011980391,0.267649095281703,2240.4620051602906
"['Rh', 'Ru', 'Pt', 'Nb']",-5549.096588433074,0.0502524897299417,2.024446207330911,0.4377696898441083,0.045376854977708984,0.2617711485724854,2191.2583407260877
"['Ge', 'Hf', 'Zr', 'Rh']",-6187.446870257053,0.0864270561850288,2.0418282943385417,0.5584396600680236,0.04538667343622523,0.25992709944167824,2175.8220023036697
"['Ti', 'Sn', 'Pb', 'Pt']",-5021.412558668463,0.0982646530828339,2.0852794867260727,0.4779891562740866,0.04548030485739406,0.13931357317885418,1166.179049407301
"['Ge', 'Ti', 'Hf', 'Mn']",-6244.336137720669,0.0865377626128628,1.988950857218554,0.5137417087051362,0.0455587472109023,0.13557897603348312,1134.9171353702766
"['Hf', 'Pb', 'Rh', 'Pt']",-5284.456252131305,0.0804806635245346,2.0881328985562284,0.5589075647219854,0.04556868968009957,0.16877043871372965,1412.7593262901419
"['Ge', 'Sn', 'Rh', 'Ru']",-5038.259770160249,0.0604149779668243,2.0040650960161948,0.1549169568062564,0.045612579061116314,0.2461212101146275,2060.2543765205546
"['Ti', 'Rh', 'Ru', 'V']",-5837.249660221534,0.0578684592253566,1.9814343973255244,0.3344232479755923,0.045612691833020524,0.19156103476062913,1603.5369729109607
"['Ti', 'Hf', 'Ru', 'Mn']",-6419.0150584206585,0.0828021536303242,2.014131676350441,0.5445478524382765,0.045676294192083196,0.1594746685340116,1334.9454264357823
"['Ti', 'Hf', 'Zr', 'Pt']",-6570.591629326027,0.0802318738289661,2.062840668580828,0.5533562795129083,0.04568788803229995,0.12540665167128218,1049.7656940261907
"['Ge', 'Ti', 'Rh', 'V']",-5652.990993742864,0.0700968809968826,1.9655465387165216,0.3400222717586603,0.04575510545184784,0.2050862242080722,1716.7548899664891
"['Rh', 'Ru', 'Nb', 'V']",-5939.119828498348,0.0666067919435654,2.008787058793749,0.34484895972227214,0.045879726590667774,0.2909439512091909,2435.4607574119577
"['Ge', 'Sn', 'Pb', 'Pt']",-4524.957938705981,0.097306778281167,2.0679503561647925,0.32265291394420276,0.046061592113492394,0.1927387294969849,1613.3953298305132
"['Sn', 'Hf', 'Pb', 'Ce']",-5813.694842668739,0.089977633066866,2.1738067143599,0.5871250399279753,0.0460670862393933,0.17323207514141803,1450.1072085482674
"['Ti', 'Sn', 'Ru', 'Mn']",-5671.214760456487,0.0823726109685017,2.0144059741995486,0.3571008407115284,0.04607329216597442,0.14771051825771941,1236.4689802916716
"['Hf', 'Zr', 'Rh', 'Pt']",-6071.527703453579,0.0540103355090963,2.065785163758698,0.6272336110184642,0.04616795042228238,0.19898734103579319,1665.7017899848854
"['Ge', 'Rh', 'Ru', 'V']",-5350.404894056064,0.0534908095220547,1.964799146935783,0.16074481736761653,0.04622797957118116,0.20744769968418186,1736.5225490903613
"['Ge', 'Sn', 'Zr', 'Pt']",-5321.071998700283,0.080669698268222,2.047945100996448,0.4484622347403839,0.04631901096621686,0.18763294169394307,1570.655325172227
"['Ge', 'Ti', 'Rh', 'Ir']",-5498.345949349663,0.0509393233648478,1.979297011277967,0.35769496613740087,0.04635463597601183,0.20636839008600916,1727.4877636599617
"['Sn', 'Hf', 'Rh', 'V']",-5850.103478803697,0.0768344891006607,2.039088215055669,0.44670447870270025,0.04646952095679043,0.1987413419720081,1663.6425580822504
"['Ti', 'Sn', 'Hf', 'Pt']",-5955.729039624021,0.0669382869410098,2.0517176062935087,0.5442368872224413,0.04648333184587659,0.10932818195067195,915.1745403657135
"['Ti', 'Rh', 'Ru', 'Mn']",-5713.360042992209,0.0501008266082735,1.983378713524739,0.3809226061113702,0.0465334953336964,0.13473473956598703,1127.8501220228004
"['Sn', 'Rh', 'Pt', 'V']",-5014.866868935595,0.0628665658567097,2.0218588657166,0.23298294416955337,0.04654505944925544,0.1564675807163427,1309.7734153195986
"['Ge', 'Ti', 'Hf', 'Pb']",-5894.418436409112,0.1283633449817538,2.060542768572748,0.6020308140400877,0.04655286526259931,0.17574243118523825,1471.1211310114986
"['Ge', 'Rh', 'Ru', 'Ir']",-5197.184630298893,0.0390784586377378,1.978480514677004,0.12370487066195186,0.04673193794890192,0.20316431620262687,1700.6668032158816
"['Ge', 'Sn', 'Pt', 'V']",-5009.816294481564,0.0692364099812599,2.002658735953642,0.21453451493930417,0.046862757609931104,0.16623345534182565,1391.5225093059787
"['Ti', 'Pb', 'Rh', 'Pt']",-5055.052404781123,0.0988577057410507,2.062607099016317,0.4890537424938295,0.04691950316724984,0.1595621555147071,1335.6777706119813
"['Ge', 'Ti', 'Zr', 'Pt']",-5842.623253299545,0.0890979622638372,2.019289595524231,0.4615762784760045,0.0470562198247342,0.17786535570374618,1488.891905534514
"['Sn', 'Hf', 'Rh', 'Pt']",-5458.400054505213,0.0398655739623879,2.055550577989183,0.5272151957403306,0.04711821817035665,0.1761317589962781,1474.380152557112
"['Ge', 'Ti', 'Ru', 'V']",-5820.135123103644,0.0593675095824595,1.96461847662504,0.29454993043229205,0.047163740656552613,0.24845176354180953,2079.7631904737714
"['Ti', 'Sn', 'Ru', 'V']",-5790.07862191703,0.0782874762136672,2.012775627632486,0.2875255900184255,0.04734968860748567,0.22416867192416579,1876.4920227536074
"['Ge', 'Ti', 'Pb', 'Rh']",-5164.02803783146,0.1107788128463762,2.032991681551661,0.46752369999810905,0.04738808639929734,0.24762509264378174,2072.843216633196
"['Ge', 'Ti', 'Zr', 'V']",-6237.977491850364,0.1128223293177112,2.0053185831081675,0.3368163271715323,0.04744628787910864,0.18621394550629145,1558.7770595627185
"['Ti', 'Sn', 'Ru', 'Pt']",-5393.900092710016,0.0544170432386534,2.0258535866224547,0.37927693704212584,0.04745227772621094,0.21903996749738397,1833.560185484335
"['Ge', 'Hf', 'Zr', 'Ru']",-6362.338343043077,0.0954649362670058,2.040252168785959,0.4776765931821094,0.04755666590761494,0.27302957852055876,2285.5014559881383
"['Hf', 'Zr', 'Pb', 'Pt']",-5876.247180122454,0.0790900129934697,2.1204042677475594,0.7506731140298417,0.0475834427927755,0.12331835577894257,1032.2847920362371
"['Ti', 'Sn', 'Pt', 'V']",-5499.292887111544,0.0761506648532074,2.0195453905655647,0.3948090128002127,0.047686421428133494,0.14006621829128196,1172.479361298844
"['Ti', 'Zr', 'Rh', 'Pt']",-5845.459241035376,0.0699067674770568,2.0383905659010586,0.5659482553563802,0.047767539543737504,0.1767502104462304,1479.557143625197
"['Sn', 'Rh', 'Ru', 'V']",-5322.983435492563,0.0619256000345338,2.010523891212286,0.1683468479005999,0.04790850944547452,0.17287147282000337,1447.088645009871
"['Sn', 'Rh', 'Ru', 'Ir']",-5168.268191625591,0.0425746688876794,2.021729615652775,0.1310068710113814,0.04791009215056562,0.17442785539236194,1460.1169573798154
"['Sn', 'Zr', 'Pb', 'Ce']",-5685.6138675814045,0.0858289300477539,2.1827039924478933,0.5723606929871567,0.04792215688248,0.15857478062155028,1327.4125607832736
"['Ge', 'Hf', 'Pb', 'Rh']",-5386.835589098851,0.1121291255669531,2.065776912526991,0.5729205583856638,0.04793581106559888,0.28260015741620315,2365.615750267787
"['Ge', 'Ti', 'Zr', 'Rh']",-5966.024465537188,0.0974578360813158,2.0149641795169373,0.49041780929544615,0.047946783495676784,0.21954130596798205,1837.7568363040134
"['Ge', 'Sn', 'Rh', 'V']",-5134.109292554409,0.0788873007624903,1.994579594735082,0.19150491670853584,0.04838929772504719,0.2044258671873056,1711.227111838522
"['Ti', 'Sn', 'Zr', 'Pt']",-5816.158403802916,0.07888190539756,2.062963838201028,0.5261726375456751,0.04845971704371638,0.1395523746720979,1168.1780312152723
"['Hf', 'Zr', 'Rh', 'Mn']",-6323.770115303536,0.0773502023265658,2.043924860306728,0.6452625599476719,0.0485014681091491,0.22559639139188814,1888.443310009381
"['Ge', 'Ti', 'Zr', 'Pb']",-5760.433978986059,0.1363876324686926,2.070972573565626,0.5513310992530818,0.048561279459743915,0.18414561453927103,1541.4632818313632
"['Hf', 'Zr', 'Pb', 'Ce']",-6437.240561422456,0.0891037802589087,2.2064063920063104,0.6288525224369643,0.04857468454044939,0.1553920720037789,1300.770446696888
"['Ge', 'Ti', 'Hf', 'Ir']",-6196.1826239789725,0.0722035812109393,2.0044986072622804,0.42241359786272775,0.04858032823284864,0.26164871280067636,2190.233443950248
"['Ti', 'Hf', 'Nb', 'V']",-6947.245391037645,0.1020564164532901,2.0470952490731578,0.28592944327996506,0.04858347084465138,0.3137737819509203,2626.566833474909
"['Sn', 'Zr', 'Rh', 'Ru']",-5623.041234855322,0.0644765101149722,2.0568462118865414,0.42052740896330937,0.04873163470456129,0.23801277501571594,1992.3795318800417
"['Ge', 'Ti', 'Nb', 'V']",-6221.76995618595,0.0942149002153521,2.000379967330735,0.23632371107104375,0.04887277024793954,0.3564944345193721,2984.1768557114115
"['Ti', 'Hf', 'Rh', 'V']",-6371.184915949961,0.0873825401039811,2.011441107369867,0.5330192108116661,0.04898709888768983,0.1908089804075832,1597.2416062031398
"['Ti', 'Hf', 'Pt', 'Mn']",-6117.559531172963,0.0712901162057919,2.018560606117072,0.6431081646699572,0.04920939504113161,0.11705109162850569,979.8221928610815
"['Ti', 'Sn', 'Ru', 'Ir']",-5621.06662876991,0.056926912066426,2.020645918840294,0.3183898724486203,0.04921077977761079,0.2815717313721029,2357.0069056367274
"['Sn', 'Zr', 'Rh', 'Pt']",-5323.098448246505,0.0532649724828864,2.0660481363269128,0.5210571259054964,0.04927615664447538,0.18968005498959162,1587.791492041507
"['Ge', 'Ti', 'Hf', 'Pt']",-5981.928098808983,0.0749388447733013,2.0093628744971546,0.5281030301053601,0.0493393153401147,0.14867940638726918,1244.5794393956799
"['Ti', 'Zr', 'Rh', 'Mn']",-6098.2095437051885,0.085873305370392,2.018411113206312,0.5905646811117087,0.04938228669361256,0.20137531228726413,1685.6912424158925
"['Hf', 'Zr', 'Ru', 'Mn']",-6517.395847261375,0.0869099298772405,2.052011032073302,0.5606170166177573,0.04955287608903837,0.1655181705808655,1385.5349369283672
"['Ti', 'Sn', 'Rh', 'Ir']",-5463.6167662147145,0.0539590134941104,2.0221946361019585,0.3678254822611885,0.049657517581916645,0.20033796232904777,1677.0076966523914
"['Hf', 'Rh', 'Ru', 'Mn']",-5938.395479444433,0.0585409290977816,2.012104655007328,0.47311173849321014,0.049692671727183765,0.16100712783515725,1347.7734796562038
"['Sn', 'Hf', 'Pb', 'Pt']",-5259.728034336754,0.0704572103370044,2.1109679352836617,0.6038996257272835,0.049715131163676526,0.11371080826026247,951.8610373595432
"['Ge', 'Ti', 'Pb', 'Pt']",-5043.185648161505,0.1089325517230055,2.035957451535038,0.5065069054927669,0.049821307653154914,0.1959537417245132,1640.3078539857752
"['Ge', 'Rh', 'Ir', 'V']",-5281.509527343095,0.0548378438406157,1.9697148829405695,0.14935159292446942,0.04989566140780749,0.20648704104857885,1728.480978201686
"['Ti', 'Rh', 'Ru', 'Nb']",-6147.101098801058,0.0691052902842895,2.016209647230692,0.4174655755199488,0.05002412013118929,0.3254157365898198,2724.020392982745
"['Hf', 'Pb', 'Rh', 'Ru']",-5590.378992256641,0.0970325885062515,2.0810458696875407,0.5237611407106788,0.05005990412187742,0.19374396531595028,1621.8100515625172
"['Ge', 'Sn', 'Pb', 'Mn']",-4773.717623322405,0.1321386140766729,2.064740912315973,0.32346249967027935,0.05012176971434974,0.23295218310906574,1950.0178572458044
"['Ge', 'Rh', 'Pt', 'V']",-5048.976556680706,0.0635551057728084,1.9766772101015744,0.2147986541559564,0.05015985395797842,0.16491791233985698,1380.5102392702324
"['Ti', 'Sn', 'Pt', 'Mn']",-5365.729314772131,0.0692492238879803,2.0185990723870866,0.4172241910831197,0.05016982949262182,0.12102881024541823,1013.1192507832516
"['Sn', 'Rh', 'Ir', 'Pt']",-4862.383938752935,0.0359213349332533,2.033102038320908,0.1687954782168328,0.05021895718713408,0.14930398795935584,1249.8077450617634
"['Ge', 'Sn', 'Hf', 'Pt']",-5459.351614509946,0.0690416217316186,2.0380910614321017,0.5066859694643617,0.05023665921716508,0.16245179589221603,1359.866641744057
"['Sn', 'Zr', 'Nb', 'V']",-6296.877326231916,0.0919425320531704,2.0817523420751733,0.33365936134237356,0.050307721331781144,0.3117584293553639,2609.696532035657
"['Ge', 'Hf', 'Ru', 'V']",-6049.939717301688,0.0815832444330755,1.9962380671978708,0.40455361362245396,0.05040294542452234,0.2560946293663706,2143.740804418046
"['Ge', 'Ti', 'Ir', 'Pt']",-5360.885512792398,0.0458484695707852,1.985402514453928,0.39907999025756563,0.05045397678280197,0.2196112848202949,1838.3426218065076
"['Sn', 'Hf', 'Ce', 'Rh']",-5986.893392675004,0.0894857156142772,2.1188439084306685,0.5530992039935848,0.05046859648932234,0.3351587686985029,2805.5782746994237
"['Ge', 'Sn', 'Rh', 'Mn']",-4998.278117133601,0.063421193769934,1.991064800214241,0.25028945821385895,0.050503518402360024,0.1942462836781429,1626.0149049501304
"['Ti', 'Ru', 'V', 'Mn']",-5979.340619790194,0.0759051294999131,1.9778077666267389,0.3389753567624034,0.050513089617553464,0.12473726002300811,1044.1622879958018
"['Ti', 'Pb', 'Rh', 'Ru']",-5360.24882242369,0.113293163877348,2.0576561570583074,0.4282054652103786,0.050521020242299666,0.18737287931524538,1568.4783707617123
"['Hf', 'Rh', 'Ru', 'V']",-6061.104391038791,0.0672913088405206,2.0108706558013463,0.39414891063510743,0.05057957880804502,0.2224455544163897,1862.0679900381763
"['Ti', 'Zr', 'Rh', 'Nb']",-6554.297796847664,0.1048732084437129,2.0551530448978035,0.4359287545070687,0.05059047212066189,0.3047625697266154,2551.1349378888553
"['Ti', 'Hf', 'Pb', 'Pt']",-5772.159820981298,0.0982421331883402,2.0824077569388963,0.691783613056552,0.05061414838561064,0.139566143968179,1168.2932925229
"['Ge', 'Zr', 'Rh', 'Pt']",-5347.646514080291,0.0745676491634829,2.023945724618512,0.47231151096547147,0.05064827729946777,0.23548047220421697,1971.181895367381
"['Ge', 'Sn', 'Hf', 'Ru']",-5744.768953927603,0.0753771641529458,2.0313641339814312,0.3912995663589951,0.0506712630129445,0.26752454400880676,2239.419399750679
"['Ge', 'Pb', 'Rh', 'Pt']",-4558.764789563406,0.0965218868703459,2.047451327637794,0.2364810417438451,0.050738685653986454,0.2123349495485991,1777.433195993266
"['Ti', 'Sn', 'Hf', 'Mn']",-6211.863442559246,0.087730466752818,2.0326262374635977,0.5486834614900672,0.05080500088653896,0.12073414212993772,1010.6526154442776
"['Sn', 'Zr', 'Pt', 'V']",-5597.146014775417,0.0793419342655542,2.057063499054991,0.4375573467809249,0.050945969017274544,0.14817089681017936,1240.3227600090722
"['Ti', 'Sn', 'Rh', 'Mn']",-5484.909787450187,0.0682229136548198,2.008545717018926,0.43358256891587377,0.05099194623304563,0.17919202441429416,1499.9973076891126
"['Ge', 'Hf', 'Rh', 'Mn']",-5737.847783632846,0.0677759395252214,1.9919320452755185,0.5255507342585596,0.051021726769963714,0.2381613381143053,1993.6231377192767
"['Ge', 'Sn', 'Zr', 'Pb']",-5244.762189767955,0.113715658251679,2.098399203948865,0.5189523608407052,0.05104844610923199,0.17094653888432187,1430.9752285202735
"['Ti', 'Zr', 'Rh', 'V']",-6235.187169611323,0.1026494411056761,2.020751372657782,0.475141708488192,0.05105744077910205,0.20707657358811993,1733.4158921578016
"['Ti', 'Sn', 'Ir', 'Pt']",-5328.582059407782,0.0517123002702594,2.028710920986441,0.37780272257019903,0.0510820054639076,0.20410535022609633,1708.5440985713074
"['Ge', 'Ti', 'Sn', 'Mn']",-5494.269196847839,0.0812662322217585,1.987540932665805,0.40012847129477175,0.05122568362135571,0.1326688996191363,1110.5571963553703
"['Ti', 'Sn', 'Hf', 'V']",-6347.067037391193,0.1015089739858336,2.042336191268651,0.3609955880896328,0.05127888584857894,0.13336521231434162,1116.385955595809
"['Sn', 'Ir', 'Pt', 'V']",-5115.251189760684,0.0523213803822124,2.0227020615361053,0.20567358474369446,0.05129607321339681,0.1905304372844876,1594.9099514540828
"['Ti', 'Sn', 'Zr', 'Ce']",-6367.418787348297,0.1251625390924491,2.1238432106751914,0.2805161279000058,0.05132538299928169,0.20964561337592436,1754.9210499774565
"['Ge', 'Ti', 'Pb', 'Ru']",-5342.240900958703,0.1299256870370806,2.0392997989341515,0.4209747841932756,0.051328694604629285,0.2477533907022762,2073.917185985082
