Formula,Energy,sigma bond length,Bond length,O sigma,Cation sigma,DeltaH,T/K
"['Rh', 'Ir', 'Pt', 'V']",-2591.0359243761523,0.0438795810928614,1.9922836164300213,0.19292894585413048,0.048766231411037364,0.08116646931190008,679.4358501190588
"['Sn', 'Hf', 'Pb', 'Mn']",-2753.1515456940588,0.075363258900476,2.083011929085784,0.6156198667139426,0.04877701986663585,0.16245796329836093,1359.9182684425277
"['Sn', 'Zr', 'Rh', 'Pt']",-2666.5392122889925,0.0410903952954416,2.06199611881684,0.4935514800525345,0.04882222656402886,0.1506957724447462,1261.4582244164822
"['Ge', 'Ti', 'Rh', 'V']",-2836.2210794563325,0.0552601997890046,1.9591485730907727,0.35568269342050973,0.048866325538909086,0.1291051102635361,1080.7250960928488
"['Ge', 'Ti', 'Rh', 'Ir']",-2757.79281343798,0.0432189981796805,1.9755777064054871,0.382168738149707,0.04898145218472677,0.139025899748912,1163.7709658342883
"['Ge', 'Ti', 'Sn', 'Rh']",-2683.5379517488213,0.0564732709732177,1.9965574905609524,0.3757422916536323,0.04905239125069063,0.14129866569088456,1182.7960469176091
"['Ge', 'Sn', 'Pt', 'V']",-2512.326092334956,0.0598461267967483,1.996076747556544,0.2179082885761452,0.04911495866220054,0.10828075929359304,906.4066771152908
"['Ge', 'Hf', 'Pb', 'Rh']",-2697.176567330743,0.0909895838531578,2.056546977247918,0.5669989800994717,0.049158254818414134,0.25323474506216037,2119.8010181991035
"['Ge', 'Ti', 'Hf', 'Pt']",-2997.1755544351963,0.058109003208591,2.003628238136185,0.5161399617203406,0.049316503825421604,0.10015202333488826,838.3618961445579
"['Sn', 'Rh', 'Ir', 'Pt']",-2436.30673857393,0.0338899191542736,2.029729329839952,0.18087721098208526,0.049325936570239474,0.10934485360418034,915.3140969975392
"['Ge', 'Hf', 'Ru', 'Pt']",-2836.455797096867,0.0522603602268908,2.0075589041159008,0.4930293919981135,0.049342426656443554,0.17615965111513177,1474.6136345065627
"['Ge', 'Rh', 'Ru', 'Mn']",-2622.2490471463693,0.0335178582475129,1.9578414715663324,0.20683102287678526,0.04935018079352508,0.08037602376297848,672.8191148088088
"['Hf', 'Zr', 'Rh', 'Ir']",-3157.358632459797,0.0481594914391733,2.054836170165728,0.5790138069862071,0.04946881638184332,0.19892916191785304,1665.2147787992078
"['Ti', 'Hf', 'Zr', 'Mn']",-3416.3936564796136,0.0766691342963094,2.0372502690182483,0.5458204477459895,0.04948452675718937,0.11313573412408218,947.0471531545312
"['Ge', 'Ti', 'Sn', 'Ru']",-2764.50069791364,0.0558608410481532,1.9965052074735736,0.2871139897620233,0.04948701700887103,0.2050495059275237,1716.4475251596805
"['Ge', 'Sn', 'Zr', 'V']",-2864.0542658492645,0.0801848704162218,2.0264089928328115,0.3402234628201109,0.049491972342494084,0.15034756881122657,1258.5434489708998
"['Ge', 'Zr', 'Pb', 'Rh']",-2632.0754451739795,0.0974857156603685,2.066959548963109,0.5263685033298366,0.049509549175044576,0.24686365845711045,2066.469332339391
"['Ge', 'Rh', 'Ir', 'Pt']",-2454.0404471752267,0.0354144748340772,1.988050080789013,0.18948192081511978,0.04959724955710564,0.11249155453440363,941.6547945752671
"['Ru', 'Ir', 'Pt', 'Nb']",-2816.852601757316,0.0392739866936823,2.023636552237297,0.39669778842721704,0.04961417660947703,0.3574578557012966,2992.2415515804432
"['Hf', 'Pb', 'Rh', 'Pt']",-2647.910778158726,0.0724595956406104,2.083193059758049,0.6150267813299084,0.04970752806280439,0.12437471923659249,1041.1274977738126
"['Sn', 'Hf', 'Ru', 'Pt']",-2820.6796816161686,0.0355086949563475,2.050237377959093,0.4928412918136453,0.049757265205750384,0.15771925393023523,1320.251038177436
"['Ti', 'Sn', 'Rh', 'Ru']",-2774.3703291252955,0.0494025991273569,2.0143029010553737,0.3705174588140184,0.049803821967598166,0.13790594392204358,1154.395935162447
"['Ti', 'Rh', 'Ir', 'V']",-2893.8026260031647,0.0472233834136459,1.9814249947631224,0.36339795876377234,0.04992403418863289,0.11540131949313448,966.0121264284601
"['Ge', 'Ti', 'Hf', 'Mn']",-3127.1503429814047,0.0660514671367988,1.981156786942473,0.5332495417196913,0.04999564637464592,0.09665495946262315,809.0883477801136
"['Ge', 'Hf', 'Zr', 'Pt']",-3041.08845902715,0.0657706721323009,2.044046988805339,0.5572324049109837,0.05007839529058497,0.14742591466615274,1234.0865940079962
"['Ge', 'Hf', 'Zr', 'V']",-3235.0102783428374,0.0854823092684514,2.028833034758283,0.4067854443934953,0.05024953245671697,0.18511278540402554,1549.559365895088
"['Sn', 'Pb', 'Pt', 'V']",-2408.0613209975586,0.0997404280863656,2.077108672008798,0.28742754603542847,0.050277821411026526,0.09432868768352609,789.6153750459521
"['Zr', 'Pb', 'Rh', 'Pt']",-2577.5851070594576,0.0741655839752897,2.0925123806123693,0.5174728189073262,0.05030312443944161,0.15882042124485896,1329.468792218944
"['Hf', 'Pb', 'Ce', 'Rh']",-2908.463185441022,0.093626581846766,2.1448514219746166,0.6327709759084649,0.05038270191322409,0.3122631492716268,2613.9214885760275
"['Ge', 'Sn', 'Zr', 'Ru']",-2807.610205727041,0.0700852908845647,2.037121338559204,0.35020075450291044,0.05039645157609482,0.2585999345912331,2164.7124470149547
"['Ge', 'Ti', 'Ir', 'V']",-2882.694351960091,0.0436267450842018,1.963624727168073,0.2874926331235505,0.0504160703001766,0.19222177861907142,1609.0679892158162
"['Ge', 'Sn', 'Pb', 'V']",-2468.76317157642,0.1141206475452357,2.0432770041354376,0.26049623642894054,0.050621894625399094,0.13384448376812408,1120.3978857733698
"['Ti', 'Zr', 'Rh', 'Mn']",-3056.1446089156016,0.0677287392068087,2.015232518096659,0.6226798814665025,0.05069359515456031,0.1463765852325194,1225.302769334584
"['Sn', 'Zr', 'Rh', 'Mn']",-2795.1223512177357,0.0620477707021147,2.0418322116056333,0.4726028930102533,0.05072363781735763,0.15807097120892788,1323.1952259716816
"['Sn', 'Hf', 'Ru', 'Mn']",-2954.9219881313397,0.0609751960748926,2.0348460437974527,0.47305410669768544,0.050760051166602385,0.12088220592544907,1011.8920416707472
"['Ge', 'Rh', 'Ru', 'Ir']",-2605.1153588381026,0.0345762547415092,1.9762530849216928,0.1280341916844085,0.05082678345301629,0.15220303738500274,1274.0753783313896
"['Ti', 'Rh', 'Ru', 'Pt']",-2732.1428682904825,0.0332240456028541,1.997177256796452,0.4201549322815918,0.050856754364882004,0.09575027733992059,801.5153503054555
"['Ge', 'Ti', 'Hf', 'Rh']",-3058.59518050324,0.0593232468900356,1.99871976713066,0.5192469712151223,0.05088382410877224,0.14402313024582725,1205.6022488714414
"['Hf', 'Rh', 'Pt', 'Mn']",-2819.1519776764617,0.0445205970576752,2.0163460013429546,0.5404649635293077,0.05091257179215283,0.1132554136007986,948.0489772783841
"['Ge', 'Rh', 'Ru', 'V']",-2683.492281099176,0.0482064696340758,1.959628482717878,0.15889379871601475,0.05091850820438085,0.14268337100336925,1194.3872672716336
"['Ge', 'Zr', 'Ru', 'V']",-2960.76328503223,0.0760723777561642,1.9997796062277235,0.33964941902540335,0.050986069340175355,0.24273488230702345,2031.9077879323538
"['Ti', 'Rh', 'Pt', 'Mn']",-2707.340436122382,0.0368888101367973,1.9878159671398727,0.43106840448696154,0.05102146353999327,0.08146602008137727,681.9433576334175
"['Hf', 'Zr', 'Pb', 'Mn']",-3058.1013996850265,0.0761711163109384,2.093004358310313,0.7715593279408238,0.05110267887346325,0.19792268973799576,1656.789707622159
"['Ge', 'Ru', 'V', 'Mn']",-2755.358909920865,0.0445556228059337,1.9480260285315916,0.19056306288283914,0.05125916760771411,0.0694443694113831,581.3114031817001
"['Sn', 'Hf', 'Rh', 'Mn']",-2862.122551066272,0.0545231040893433,2.0304760468630154,0.5846346722042783,0.05127232901696259,0.14960551334700423,1252.3317818940434
"['Sn', 'Zr', 'Ce', 'Ru']",-3013.0450718473166,0.085902232377524,2.1245096563573185,0.4062470004713545,0.051315824843504346,0.36334515122259603,3041.523473922601
"['Ge', 'Rh', 'Pt', 'V']",-2530.710128889501,0.0558911208421198,1.971713872239186,0.24696112148353475,0.05137968164384997,0.11630970492463977,973.6161239057789
"['Ge', 'Sn', 'Pb', 'Mn']",-2391.288432416304,0.1312892859830973,2.0614968656052777,0.34393842768132743,0.05139917496487876,0.1983457709598353,1660.3312753664125
"['Sn', 'Pb', 'Pt', 'Mn']",-2336.7279563355764,0.081600367259977,2.074114583827718,0.2609595963577032,0.05140089603220035,0.11085048660856778,927.917590151495
"['Hf', 'Zr', 'Ce', 'Rh']",-3303.5704321526478,0.0776513434359737,2.121264776867635,0.5407293918036559,0.05142666519437641,0.3302025433867479,2764.0902416899585
"['Ti', 'Sn', 'Ru', 'Ir']",-2815.599550986556,0.0489645540786697,2.016880886836582,0.3169457760974337,0.051620202844398146,0.2419917579220927,2025.6871730343544
"['Ti', 'Sn', 'Pt', 'Mn']",-2689.10949625164,0.0590119789550907,2.011935714670005,0.4446048043529225,0.05182298378198086,0.0722410066081185,604.7217546155762
"['Ge', 'Hf', 'Rh', 'Mn']",-2877.9853225837496,0.0584266906979657,1.987482589776256,0.5550867582740612,0.051843241848774896,0.1673689102445648,1401.0272810874133
"['Sn', 'Rh', 'Ru', 'Ir']",-2591.830404027621,0.0381850081168971,2.018154589545336,0.13515217810880273,0.051849555213158836,0.11430044746403478,956.7968441905522
"['Ti', 'Hf', 'Pb', 'Rh']",-2949.02021390617,0.085550531609165,2.070980593222531,0.6627066586897623,0.05192569532394237,0.17155695910195412,1436.0849909999386
"['Ti', 'Sn', 'Zr', 'Ce']",-3180.02661859953,0.107242053946722,2.119934399124017,0.27368811062134357,0.052017591580434626,0.2384172936463802,1995.7657141551165
"['Sn', 'Zr', 'Rh', 'V']",-2863.701892923675,0.0730573725837166,2.044380750694042,0.4667331435106287,0.05205042898525719,0.16306341412797032,1364.9864327055336
"['Ti', 'Rh', 'Pt', 'V']",-2773.7311440013764,0.0504543337921705,1.9884180283282524,0.44042402661423347,0.05208392925229087,0.10355872727342774,866.8790511496749
"['Ge', 'Hf', 'Pb', 'Pt']",-2640.602967437277,0.0915646939339977,2.0650851433907538,0.6543664071372707,0.052233087889462154,0.17150405866233331,1435.6421670669752
"['Ge', 'Zr', 'Pb', 'Pt']",-2570.67512209848,0.0971453704816931,2.073007618438179,0.5543422635895009,0.05229545100950136,0.20284174691691792,1697.966610159365
"['Sn', 'Rh', 'Ru', 'V']",-2667.6329570406688,0.0565566143722361,2.0058023131215363,0.1642154939512578,0.0526012600229529,0.12489304083260411,1045.4663125233853
"['Ti', 'Rh', 'Ru', 'V']",-2925.6737680458045,0.0474996158840065,1.97695895624134,0.3525957507682116,0.05269667264171986,0.13649120714314922,1142.5533246089549
"['Sn', 'Zr', 'Pb', 'Ce']",-2841.879280191134,0.0586821920746671,2.1734056889522804,0.5564725795867105,0.052838429525696805,0.16582207436817686,1388.078883090333
"['Ti', 'Hf', 'Pt', 'Mn']",-3062.8896888632657,0.0586563183150068,2.012352257632177,0.6337407950346677,0.052919271032595985,0.0849423160286289,711.0430599145424
"['Sn', 'Hf', 'Ce', 'Ru']",-3079.707078280129,0.0859884405435774,2.1149382746479684,0.47410022229472465,0.052922201446361755,0.3575218294210174,2992.7770687590546
